recharge_id,user_id,recharge_date,city,recharge_type,plan_type,payment_mode,recharge_amount
JIOREC009713,USER90618,2024-01-07,Hyderabad,Postpaid,Roaming Pack,Credit Card,548
JIOREC009714,USER37955,2024-01-23,Delhi,Prepaid,Data Add-on,Retail Store,67
JIOREC009715,USER68636,2023-03-11,Ahmedabad,Postpaid,Roaming Pack,UPI,627
JIOREC009716,USER74842,2022-05-30,Delhi,Postpaid,Roaming Pack,Debit Card,798
JIOREC009717,USER22056,2022-06-19,Kolkata,Postpaid,Roaming Pack,Retail Store,601
JIOREC009718,USER28325,2022-04-28,Bangalore,Postpaid,Monthly,UPI,299
JIOREC009719,USER78798,2022-12-02,Kolkata,Prepaid,Quarterly,Wallet,666
JIOREC009720,USER87393,2024-06-25,Pune,Postpaid,Monthly,Wallet,330
JIOREC009721,USER97035,2023-12-17,Pune,Postpaid,Data Add-on,UPI,30
JIOREC009722,USER29775,2022-02-25,Delhi,Prepaid,Quarterly,UPI,719
JIOREC009723,USER99501,2022-10-11,Mumbai,Prepaid,Quarterly,Wallet,855
JIOREC009724,USER73670,2024-04-26,Hyderabad,Prepaid,Monthly,Credit Card,526
JIOREC009725,USER31984,2022-11-05,Jaipur,Prepaid,Data Add-on,Credit Card,121
JIOREC009726,USER87978,2024-03-26,Pune,Postpaid,Quarterly,UPI,732
JIOREC009727,USER81652,2023-11-21,Hyderabad,Prepaid,Roaming Pack,Credit Card,633
JIOREC009728,USER92352,2022-04-17,Bangalore,Postpaid,Monthly,Net Banking,239
JIOREC009729,USER47085,2023-02-25,Jaipur,Prepaid,Data Add-on,Debit Card,126
JIOREC009730,USER99770,2022-04-11,Delhi,Postpaid,Annual,UPI,2993
JIOREC009731,USER13878,2023-01-14,Mumbai,Postpaid,Quarterly,Credit Card,699
JIOREC009732,USER14503,2022-11-15,Delhi,Prepaid,Quarterly,Net Banking,850
JIOREC009733,USER21052,2024-04-06,Jaipur,Prepaid,Quarterly,UPI,791
JIOREC009734,USER32013,2024-01-31,Jaipur,Postpaid,Annual,UPI,3299
JIOREC009735,USER94339,2023-10-13,Mumbai,Postpaid,Roaming Pack,UPI,838
JIOREC009736,USER83238,2023-11-23,Hyderabad,Prepaid,Monthly,UPI,417
JIOREC009737,USER55520,2023-01-22,Pune,Postpaid,Roaming Pack,Wallet,629
JIOREC009738,USER72893,2024-03-29,Chennai,Prepaid,Annual,UPI,3305
JIOREC009739,USER12793,2022-05-18,Mumbai,Postpaid,Data Add-on,UPI,28
JIOREC009740,USER57038,2022-10-08,Bangalore,Prepaid,Quarterly,Credit Card,718
JIOREC009741,USER14201,2022-12-24,Mumbai,Postpaid,Monthly,Net Banking,399
JIOREC009742,USER41034,2022-09-29,Jaipur,Postpaid,Data Add-on,UPI,120
JIOREC009743,USER82890,2023-04-02,Bangalore,Postpaid,Data Add-on,Debit Card,127
JIOREC009744,USER51035,2023-07-11,Hyderabad,Postpaid,Quarterly,UPI,891
JIOREC009745,USER28121,2023-03-02,Chennai,Postpaid,Monthly,Net Banking,209
JIOREC009746,USER72577,2023-02-26,Ahmedabad,Prepaid,Quarterly,UPI,699
JIOREC009747,USER35138,2022-10-03,Bangalore,Prepaid,Quarterly,UPI,666
JIOREC009748,USER62125,2024-06-28,Pune,Postpaid,Data Add-on,UPI,31
JIOREC009749,USER51642,2023-02-22,Jaipur,Prepaid,Data Add-on,UPI,127
JIOREC009750,USER28887,2022-07-06,Bangalore,Postpaid,Data Add-on,UPI,18
JIOREC009751,USER22689,2022-02-08,Chennai,Prepaid,Monthly,Net Banking,398
JIOREC009752,USER37434,2023-07-15,Hyderabad,Postpaid,Annual,UPI,2668
JIOREC009753,USER56850,2022-11-17,Jaipur,Prepaid,Data Add-on,UPI,29
JIOREC009754,USER21280,2022-08-30,Delhi,Prepaid,Monthly,Debit Card,481
JIOREC009755,USER44505,2022-06-23,Delhi,Postpaid,Monthly,Net Banking,199
JIOREC009756,USER86643,2022-10-25,Delhi,Postpaid,Quarterly,Credit Card,718
JIOREC009757,USER41063,2022-03-07,Mumbai,Prepaid,Data Add-on,UPI,61
JIOREC009758,USER50925,2024-05-16,Kolkata,Postpaid,Data Add-on,Retail Store,133
JIOREC009759,USER97228,2023-08-08,Hyderabad,Prepaid,Monthly,Retail Store,421
JIOREC009760,USER16190,2022-02-13,Jaipur,Postpaid,Annual,UPI,2548
JIOREC009761,USER70735,2023-07-08,Lucknow,Prepaid,Data Add-on,Debit Card,126
JIOREC009762,USER87289,2022-05-10,Jaipur,Postpaid,Quarterly,UPI,850
JIOREC009763,USER12728,2022-06-05,Mumbai,Prepaid,Monthly,Credit Card,199
JIOREC009764,USER56876,2023-09-05,Lucknow,Postpaid,Annual,Credit Card,3167
JIOREC009765,USER44424,2024-03-03,Kolkata,Postpaid,Annual,UPI,2794
JIOREC009766,USER74610,2022-03-26,Ahmedabad,Prepaid,Annual,Wallet,2992
JIOREC009767,USER64993,2022-06-27,Mumbai,Postpaid,Annual,UPI,2872
JIOREC009768,USER98891,2022-11-28,Lucknow,Prepaid,Monthly,Wallet,477
JIOREC009769,USER79504,2022-06-27,Jaipur,Postpaid,Monthly,UPI,480
JIOREC009770,USER63625,2022-10-16,Ahmedabad,Prepaid,Monthly,UPI,300
JIOREC009771,USER37224,2023-05-21,Ahmedabad,Prepaid,Quarterly,UPI,700
JIOREC009772,USER25251,2023-12-10,Chennai,Prepaid,Data Add-on,Net Banking,30
JIOREC009773,USER66745,2023-03-01,Ahmedabad,Postpaid,Data Add-on,UPI,127
JIOREC009774,USER90900,2024-06-29,Mumbai,Postpaid,Roaming Pack,Debit Card,879
JIOREC009775,USER52121,2023-08-31,Jaipur,Prepaid,Quarterly,Credit Card,697
JIOREC009776,USER16204,2023-12-19,Mumbai,Prepaid,Quarterly,UPI,754
JIOREC009777,USER93928,2024-02-06,Hyderabad,Postpaid,Monthly,UPI,329
JIOREC009778,USER77981,2023-07-30,Lucknow,Prepaid,Annual,Debit Card,3038
JIOREC009779,USER52853,2022-04-17,Bangalore,Postpaid,Monthly,UPI,479
JIOREC009780,USER39772,2023-11-03,Delhi,Prepaid,Data Add-on,UPI,19
JIOREC009781,USER56301,2022-04-18,Chennai,Postpaid,Quarterly,Credit Card,666
JIOREC009782,USER13427,2023-03-11,Chennai,Prepaid,Annual,Credit Card,3142
JIOREC009783,USER64522,2023-02-13,Ahmedabad,Prepaid,Data Add-on,Credit Card,64
JIOREC009784,USER60938,2023-07-20,Chennai,Postpaid,Annual,UPI,3155
JIOREC009785,USER96437,2022-05-16,Chennai,Prepaid,Annual,Retail Store,2994
JIOREC009786,USER87638,2023-09-06,Delhi,Prepaid,Annual,Credit Card,2655
JIOREC009787,USER82427,2023-05-30,Jaipur,Postpaid,Roaming Pack,Credit Card,523
JIOREC009788,USER29959,2022-08-27,Jaipur,Postpaid,Annual,Credit Card,2553
JIOREC009789,USER91331,2022-02-17,Mumbai,Prepaid,Data Add-on,Net Banking,61
JIOREC009790,USER71802,2022-09-16,Bangalore,Postpaid,Data Add-on,Debit Card,61
JIOREC009791,USER26898,2023-10-23,Mumbai,Postpaid,Data Add-on,UPI,64
JIOREC009792,USER30908,2022-11-21,Ahmedabad,Prepaid,Roaming Pack,Wallet,496
JIOREC009793,USER77463,2023-05-25,Lucknow,Postpaid,Annual,Credit Card,2663
JIOREC009794,USER82657,2024-02-10,Mumbai,Prepaid,Annual,Debit Card,3297
JIOREC009795,USER27067,2022-04-03,Jaipur,Postpaid,Quarterly,Credit Card,850
JIOREC009796,USER55982,2023-10-07,Delhi,Postpaid,Monthly,UPI,415
JIOREC009797,USER86641,2022-06-11,Hyderabad,Prepaid,Roaming Pack,UPI,500
JIOREC009798,USER41413,2023-11-26,Bangalore,Postpaid,Annual,UPI,3000
JIOREC009799,USER71459,2023-07-30,Jaipur,Postpaid,Data Add-on,UPI,19
JIOREC009800,USER49947,2022-09-29,Jaipur,Postpaid,Quarterly,Debit Card,852
JIOREC009801,USER75707,2023-05-28,Jaipur,Prepaid,Quarterly,Net Banking,893
JIOREC009802,USER51471,2022-03-18,Kolkata,Prepaid,Quarterly,Wallet,718
JIOREC009803,USER66480,2023-04-05,Lucknow,Prepaid,Data Add-on,Debit Card,19
JIOREC009804,USER66952,2023-07-14,Pune,Prepaid,Data Add-on,Net Banking,20
JIOREC009805,USER54024,2023-12-05,Bangalore,Prepaid,Data Add-on,Credit Card,19
JIOREC009806,USER86251,2022-06-26,Pune,Prepaid,Roaming Pack,Net Banking,499
JIOREC009807,USER66309,2023-11-13,Ahmedabad,Prepaid,Monthly,UPI,252
JIOREC009808,USER23491,2024-02-16,Delhi,Prepaid,Quarterly,Net Banking,732
JIOREC009809,USER39099,2024-03-22,Kolkata,Prepaid,Roaming Pack,Credit Card,548
JIOREC009810,USER65518,2023-03-24,Delhi,Prepaid,Annual,UPI,3019
JIOREC009811,USER14486,2024-03-30,Hyderabad,Prepaid,Roaming Pack,UPI,878
JIOREC009812,USER68987,2023-07-25,Lucknow,Prepaid,Monthly,UPI,500
JIOREC009813,USER76512,2023-07-04,Ahmedabad,Prepaid,Data Add-on,UPI,127
JIOREC009814,USER85916,2022-12-28,Bangalore,Prepaid,Roaming Pack,Credit Card,799
JIOREC009815,USER55710,2024-05-28,Kolkata,Prepaid,Roaming Pack,UPI,547
JIOREC009816,USER69728,2023-12-01,Kolkata,Prepaid,Monthly,Retail Store,250
JIOREC009817,USER97745,2023-11-02,Jaipur,Postpaid,Data Add-on,Net Banking,19
JIOREC009818,USER98720,2022-06-10,Pune,Postpaid,Annual,UPI,2532
JIOREC009819,USER71472,2022-10-26,Bangalore,Postpaid,Monthly,Credit Card,402
JIOREC009820,USER91555,2024-05-11,Jaipur,Prepaid,Monthly,Credit Card,327
JIOREC009821,USER40832,2022-03-05,Ahmedabad,Prepaid,Monthly,Wallet,239
JIOREC009822,USER85951,2024-06-16,Jaipur,Postpaid,Roaming Pack,UPI,551
JIOREC009823,USER99251,2022-12-14,Pune,Prepaid,Monthly,Net Banking,239
JIOREC009824,USER36444,2024-03-30,Chennai,Postpaid,Roaming Pack,UPI,659
JIOREC009825,USER58886,2024-03-09,Mumbai,Prepaid,Annual,UPI,3171
JIOREC009826,USER55616,2023-02-23,Delhi,Postpaid,Quarterly,UPI,699
JIOREC009827,USER19079,2023-12-22,Mumbai,Prepaid,Annual,Credit Card,3148
JIOREC009828,USER38737,2024-05-24,Hyderabad,Prepaid,Annual,Wallet,3172
JIOREC009829,USER68209,2023-05-03,Chennai,Prepaid,Roaming Pack,Credit Card,836
JIOREC009830,USER31465,2024-03-03,Chennai,Prepaid,Quarterly,UPI,732
JIOREC009831,USER95002,2022-12-19,Jaipur,Postpaid,Quarterly,Credit Card,666
JIOREC009832,USER41135,2022-04-29,Kolkata,Postpaid,Monthly,UPI,399
JIOREC009833,USER74498,2024-01-26,Chennai,Prepaid,Roaming Pack,Net Banking,878
JIOREC009834,USER79353,2022-05-13,Delhi,Prepaid,Data Add-on,Wallet,61
JIOREC009835,USER96445,2023-10-30,Jaipur,Prepaid,Data Add-on,Wallet,20
JIOREC009836,USER93578,2022-07-16,Delhi,Prepaid,Monthly,Net Banking,480
JIOREC009837,USER73298,2022-07-12,Kolkata,Prepaid,Quarterly,Debit Card,718
JIOREC009838,USER24206,2023-11-25,Kolkata,Prepaid,Roaming Pack,Credit Card,624
JIOREC009839,USER29734,2023-04-21,Ahmedabad,Prepaid,Roaming Pack,UPI,841
JIOREC009840,USER75809,2023-02-21,Pune,Postpaid,Annual,UPI,2673
JIOREC009841,USER13468,2023-09-24,Delhi,Prepaid,Quarterly,Credit Card,697
JIOREC009842,USER65314,2022-11-25,Delhi,Prepaid,Monthly,UPI,401
JIOREC009843,USER59592,2023-02-01,Delhi,Postpaid,Roaming Pack,UPI,628
JIOREC009844,USER49797,2022-01-06,Hyderabad,Postpaid,Quarterly,Wallet,665
JIOREC009845,USER70686,2022-11-10,Jaipur,Prepaid,Quarterly,UPI,664
JIOREC009846,USER80030,2023-12-27,Lucknow,Postpaid,Quarterly,Wallet,699
JIOREC009847,USER93844,2022-10-27,Delhi,Prepaid,Annual,UPI,2525
JIOREC009848,USER94161,2024-05-02,Bangalore,Postpaid,Data Add-on,Debit Card,31
JIOREC009849,USER35272,2022-02-28,Jaipur,Postpaid,Roaming Pack,Credit Card,798
JIOREC009850,USER80203,2023-02-18,Mumbai,Prepaid,Monthly,UPI,419
JIOREC009851,USER22844,2022-05-25,Chennai,Postpaid,Quarterly,Credit Card,721
JIOREC009852,USER91351,2024-01-03,Lucknow,Postpaid,Data Add-on,UPI,20
JIOREC009853,USER75085,2023-09-17,Hyderabad,Prepaid,Roaming Pack,Wallet,627
JIOREC009854,USER31707,2022-03-23,Jaipur,Prepaid,Annual,Wallet,2992
JIOREC009855,USER59739,2022-10-14,Pune,Postpaid,Quarterly,UPI,854
JIOREC009856,USER54289,2024-05-06,Pune,Prepaid,Data Add-on,UPI,66
JIOREC009857,USER19586,2022-12-09,Delhi,Prepaid,Roaming Pack,UPI,499
JIOREC009858,USER63753,2022-04-02,Kolkata,Prepaid,Roaming Pack,Net Banking,799
JIOREC009859,USER87723,2024-01-23,Lucknow,Prepaid,Roaming Pack,Wallet,879
JIOREC009860,USER45305,2024-06-06,Mumbai,Postpaid,Roaming Pack,Credit Card,550
JIOREC009861,USER70250,2024-03-07,Delhi,Postpaid,Quarterly,Debit Card,732
JIOREC009862,USER29482,2022-01-10,Kolkata,Postpaid,Roaming Pack,UPI,798
JIOREC009863,USER76849,2022-08-03,Chennai,Postpaid,Roaming Pack,Credit Card,496
JIOREC009864,USER57903,2022-08-30,Kolkata,Prepaid,Monthly,UPI,300
JIOREC009865,USER10435,2023-05-03,Lucknow,Postpaid,Data Add-on,Credit Card,127
JIOREC009866,USER74495,2023-12-02,Kolkata,Prepaid,Annual,UPI,3022
JIOREC009867,USER70881,2023-04-08,Delhi,Prepaid,Annual,Credit Card,3149
JIOREC009868,USER97373,2022-05-30,Kolkata,Postpaid,Data Add-on,UPI,120
JIOREC009869,USER30519,2023-04-18,Jaipur,Prepaid,Data Add-on,UPI,30
JIOREC009870,USER89662,2022-02-01,Lucknow,Postpaid,Data Add-on,UPI,19
JIOREC009871,USER42920,2024-01-16,Hyderabad,Prepaid,Annual,Credit Card,2801
JIOREC009872,USER33326,2023-05-01,Chennai,Prepaid,Quarterly,Debit Card,756
JIOREC009873,USER89084,2022-06-29,Chennai,Postpaid,Data Add-on,Retail Store,60
JIOREC009874,USER43429,2022-01-24,Mumbai,Prepaid,Annual,Wallet,2878
JIOREC009875,USER11610,2022-08-31,Ahmedabad,Prepaid,Annual,UPI,3017
JIOREC009876,USER28380,2022-01-18,Ahmedabad,Prepaid,Annual,UPI,2880
JIOREC009877,USER43538,2023-07-29,Bangalore,Postpaid,Annual,Credit Card,3162
JIOREC009878,USER64960,2022-04-24,Bangalore,Postpaid,Data Add-on,Wallet,60
JIOREC009879,USER24270,2022-05-14,Chennai,Prepaid,Annual,Debit Card,2544
JIOREC009880,USER63055,2023-11-07,Ahmedabad,Postpaid,Data Add-on,UPI,64
JIOREC009881,USER66787,2023-12-03,Hyderabad,Prepaid,Monthly,Debit Card,313
JIOREC009882,USER36592,2022-05-05,Jaipur,Postpaid,Annual,Debit Card,2871
JIOREC009883,USER87534,2022-08-04,Hyderabad,Prepaid,Monthly,Wallet,198
JIOREC009884,USER31312,2022-11-30,Lucknow,Prepaid,Quarterly,Net Banking,668
JIOREC009885,USER29333,2024-02-02,Jaipur,Postpaid,Annual,Debit Card,3162
JIOREC009886,USER95766,2024-03-15,Delhi,Prepaid,Data Add-on,Debit Card,20
JIOREC009887,USER21902,2022-04-28,Mumbai,Postpaid,Quarterly,UPI,848
JIOREC009888,USER34760,2023-12-19,Delhi,Postpaid,Roaming Pack,Net Banking,838
JIOREC009889,USER98041,2024-03-24,Kolkata,Prepaid,Monthly,Credit Card,263
JIOREC009890,USER40453,2024-05-06,Mumbai,Prepaid,Monthly,Wallet,526
JIOREC009891,USER63592,2023-06-16,Lucknow,Prepaid,Annual,Wallet,2679
JIOREC009892,USER71522,2023-03-22,Kolkata,Postpaid,Roaming Pack,Credit Card,839
JIOREC009893,USER23777,2024-02-05,Chennai,Postpaid,Data Add-on,Credit Card,20
JIOREC009894,USER85534,2022-08-27,Ahmedabad,Prepaid,Monthly,Wallet,300
JIOREC009895,USER54619,2022-03-18,Mumbai,Prepaid,Quarterly,Debit Card,667
JIOREC009896,USER63943,2023-03-05,Mumbai,Prepaid,Annual,UPI,3142
JIOREC009897,USER95820,2023-05-04,Hyderabad,Prepaid,Roaming Pack,Debit Card,524
JIOREC009898,USER38234,2023-10-22,Pune,Prepaid,Annual,Wallet,3154
JIOREC009899,USER99718,2024-04-22,Pune,Prepaid,Annual,UPI,2807
JIOREC009900,USER80157,2023-06-26,Chennai,Prepaid,Roaming Pack,Retail Store,631
JIOREC009901,USER22079,2023-10-14,Delhi,Postpaid,Data Add-on,Debit Card,64
JIOREC009902,USER36902,2023-12-18,Jaipur,Prepaid,Annual,UPI,2672
JIOREC009903,USER18485,2022-09-09,Lucknow,Postpaid,Roaming Pack,UPI,597
JIOREC009904,USER29008,2022-02-20,Mumbai,Postpaid,Monthly,Debit Card,238
JIOREC009905,USER87990,2022-04-09,Kolkata,Postpaid,Monthly,Wallet,198
JIOREC009906,USER58197,2023-03-31,Chennai,Postpaid,Roaming Pack,UPI,628
JIOREC009907,USER58009,2024-04-14,Chennai,Postpaid,Monthly,Net Banking,439
JIOREC009908,USER64782,2023-07-03,Bangalore,Prepaid,Monthly,Debit Card,418
JIOREC009909,USER30705,2022-09-23,Lucknow,Postpaid,Annual,UPI,2883
JIOREC009910,USER46505,2022-12-18,Ahmedabad,Prepaid,Quarterly,UPI,666
JIOREC009911,USER48877,2024-04-17,Kolkata,Prepaid,Quarterly,UPI,936
JIOREC009912,USER42251,2023-07-15,Delhi,Postpaid,Data Add-on,Credit Card,20
JIOREC009913,USER10046,2023-07-29,Bangalore,Prepaid,Annual,UPI,3017
JIOREC009914,USER30500,2024-01-21,Pune,Postpaid,Data Add-on,UPI,133
JIOREC009915,USER31225,2023-08-22,Kolkata,Postpaid,Data Add-on,Credit Card,30
JIOREC009916,USER59792,2022-03-31,Ahmedabad,Prepaid,Roaming Pack,Credit Card,498
JIOREC009917,USER49698,2023-03-13,Jaipur,Postpaid,Monthly,Net Banking,209
JIOREC009918,USER60804,2024-05-17,Kolkata,Postpaid,Quarterly,Wallet,937
JIOREC009919,USER62698,2023-11-02,Lucknow,Postpaid,Annual,Retail Store,3174
JIOREC009920,USER83922,2024-05-20,Chennai,Postpaid,Data Add-on,Debit Card,133
JIOREC009921,USER81505,2024-01-29,Lucknow,Postpaid,Data Add-on,UPI,67
JIOREC009922,USER60208,2023-02-11,Hyderabad,Prepaid,Monthly,Credit Card,502
JIOREC009923,USER42381,2022-12-25,Mumbai,Postpaid,Annual,Debit Card,2879
JIOREC009924,USER99129,2022-05-02,Chennai,Prepaid,Quarterly,UPI,665
JIOREC009925,USER26639,2024-04-08,Chennai,Postpaid,Data Add-on,UPI,20
JIOREC009926,USER12224,2024-01-26,Ahmedabad,Postpaid,Quarterly,Net Banking,732
JIOREC009927,USER59826,2023-02-26,Pune,Postpaid,Annual,UPI,3023
JIOREC009928,USER33960,2023-01-29,Hyderabad,Prepaid,Annual,Debit Card,3024
JIOREC009929,USER94398,2022-06-29,Ahmedabad,Prepaid,Roaming Pack,UPI,798
JIOREC009930,USER87841,2023-05-19,Pune,Prepaid,Quarterly,Credit Card,699
JIOREC009931,USER64853,2023-07-12,Kolkata,Postpaid,Data Add-on,UPI,126
JIOREC009932,USER20819,2022-03-15,Pune,Postpaid,Quarterly,UPI,850
JIOREC009933,USER22079,2024-05-21,Mumbai,Prepaid,Monthly,Wallet,526
JIOREC009934,USER24951,2023-03-21,Pune,Postpaid,Quarterly,UPI,893
JIOREC009935,USER65997,2022-10-19,Kolkata,Postpaid,Quarterly,UPI,718
JIOREC009936,USER11447,2024-02-04,Bangalore,Prepaid,Annual,Net Banking,3165
JIOREC009937,USER24886,2023-03-01,Bangalore,Postpaid,Roaming Pack,UPI,523
JIOREC009938,USER11446,2022-08-15,Chennai,Postpaid,Monthly,Debit Card,198
JIOREC009939,USER54498,2023-11-25,Mumbai,Prepaid,Roaming Pack,Retail Store,627
JIOREC009940,USER44792,2023-03-11,Bangalore,Prepaid,Roaming Pack,Wallet,837
JIOREC009941,USER75267,2024-01-20,Bangalore,Prepaid,Quarterly,Credit Card,933
JIOREC009942,USER54134,2022-01-13,Pune,Prepaid,Annual,UPI,2545
JIOREC009943,USER63219,2023-04-22,Kolkata,Postpaid,Roaming Pack,Credit Card,627
JIOREC009944,USER98808,2023-03-27,Ahmedabad,Postpaid,Quarterly,Debit Card,891
JIOREC009945,USER66513,2023-01-10,Hyderabad,Prepaid,Roaming Pack,UPI,629
JIOREC009946,USER81527,2022-10-09,Ahmedabad,Prepaid,Quarterly,Debit Card,713
JIOREC009947,USER47809,2023-09-04,Ahmedabad,Prepaid,Roaming Pack,Credit Card,841
JIOREC009948,USER94384,2024-02-22,Pune,Postpaid,Monthly,Retail Store,219
JIOREC009949,USER53922,2022-12-02,Bangalore,Prepaid,Data Add-on,Credit Card,61
JIOREC009950,USER92033,2022-01-19,Ahmedabad,Postpaid,Data Add-on,Wallet,19
JIOREC009951,USER27105,2024-03-07,Mumbai,Postpaid,Monthly,Retail Store,262
JIOREC009952,USER32242,2022-05-26,Lucknow,Prepaid,Data Add-on,Credit Card,121
JIOREC009953,USER61073,2022-11-27,Hyderabad,Postpaid,Data Add-on,Debit Card,18
JIOREC009954,USER70091,2023-03-16,Jaipur,Postpaid,Quarterly,UPI,699
JIOREC009955,USER19931,2022-04-13,Jaipur,Prepaid,Monthly,Debit Card,479
JIOREC009956,USER20063,2024-01-17,Hyderabad,Postpaid,Monthly,Credit Card,328
JIOREC009957,USER93477,2023-04-14,Pune,Prepaid,Annual,Wallet,3140
JIOREC009958,USER55987,2024-02-29,Kolkata,Postpaid,Annual,UPI,2796
JIOREC009959,USER63561,2023-09-30,Bangalore,Prepaid,Annual,Wallet,3020
JIOREC009960,USER72320,2022-09-27,Hyderabad,Prepaid,Data Add-on,Retail Store,29
JIOREC009961,USER83139,2022-08-04,Kolkata,Prepaid,Annual,UPI,2541
JIOREC009962,USER15996,2022-06-02,Pune,Prepaid,Annual,Net Banking,3001
JIOREC009963,USER87729,2022-01-29,Lucknow,Prepaid,Data Add-on,UPI,60
JIOREC009964,USER62480,2022-06-25,Delhi,Prepaid,Monthly,UPI,238
JIOREC009965,USER51012,2024-03-20,Lucknow,Prepaid,Monthly,UPI,263
JIOREC009966,USER19694,2022-11-24,Jaipur,Prepaid,Monthly,UPI,199
JIOREC009967,USER37938,2023-11-22,Chennai,Postpaid,Monthly,UPI,250
JIOREC009968,USER68872,2024-02-26,Bangalore,Postpaid,Roaming Pack,UPI,879
JIOREC009969,USER45405,2022-04-07,Pune,Prepaid,Roaming Pack,UPI,800
JIOREC009970,USER66195,2023-08-23,Lucknow,Prepaid,Annual,UPI,3151
JIOREC009971,USER30675,2023-02-22,Jaipur,Prepaid,Data Add-on,UPI,127
JIOREC009972,USER64222,2024-04-14,Hyderabad,Prepaid,Roaming Pack,UPI,660
JIOREC009973,USER93470,2024-06-07,Ahmedabad,Prepaid,Roaming Pack,Credit Card,551
JIOREC009974,USER76122,2023-08-16,Pune,Prepaid,Annual,UPI,3158
JIOREC009975,USER38239,2022-08-04,Ahmedabad,Prepaid,Quarterly,UPI,669
JIOREC009976,USER19047,2022-06-05,Ahmedabad,Prepaid,Data Add-on,Retail Store,18
JIOREC009977,USER12905,2022-03-30,Delhi,Postpaid,Data Add-on,Debit Card,29
JIOREC009978,USER69345,2024-05-21,Kolkata,Prepaid,Monthly,Wallet,262
JIOREC009979,USER40779,2023-01-22,Pune,Postpaid,Roaming Pack,UPI,524
JIOREC009980,USER90561,2022-05-13,Jaipur,Prepaid,Quarterly,UPI,851
JIOREC009981,USER39754,2022-08-23,Jaipur,Postpaid,Quarterly,Credit Card,664
JIOREC009982,USER45101,2023-09-14,Mumbai,Postpaid,Data Add-on,UPI,20
JIOREC009983,USER13500,2024-05-21,Bangalore,Prepaid,Annual,Credit Card,3291
JIOREC009984,USER22088,2022-04-10,Delhi,Prepaid,Quarterly,UPI,850
JIOREC009985,USER31890,2024-05-19,Pune,Postpaid,Quarterly,UPI,932
JIOREC009986,USER97165,2023-04-08,Bangalore,Postpaid,Data Add-on,UPI,19
JIOREC009987,USER23742,2024-03-09,Kolkata,Postpaid,Roaming Pack,Wallet,879
JIOREC009988,USER73907,2022-02-14,Chennai,Prepaid,Quarterly,Debit Card,718
JIOREC009989,USER36196,2023-11-16,Mumbai,Postpaid,Roaming Pack,Debit Card,841
JIOREC009990,USER94245,2022-03-04,Bangalore,Prepaid,Quarterly,Retail Store,667
JIOREC009991,USER60688,2023-08-16,Lucknow,Postpaid,Data Add-on,Retail Store,30
JIOREC009992,USER67678,2022-06-28,Lucknow,Postpaid,Monthly,UPI,239
JIOREC009993,USER79315,2024-05-17,Bangalore,Postpaid,Data Add-on,Credit Card,20
JIOREC009994,USER31762,2024-01-19,Lucknow,Postpaid,Quarterly,Net Banking,790
JIOREC009995,USER13362,2023-11-30,Jaipur,Prepaid,Data Add-on,Wallet,126
JIOREC009996,USER81301,2023-09-28,Pune,Prepaid,Annual,Wallet,2687
JIOREC009997,USER13850,2022-01-11,Chennai,Postpaid,Data Add-on,UPI,121
JIOREC009998,USER17204,2023-11-11,Delhi,Postpaid,Data Add-on,UPI,64
JIOREC009999,USER25821,2022-10-22,Hyderabad,Prepaid,Annual,UPI,2533
JIOREC010000,USER33712,2023-01-07,Hyderabad,Postpaid,Monthly,Credit Card,209
JIOREC010001,USER18754,2023-03-21,Hyderabad,Postpaid,Roaming Pack,UPI,523
JIOREC010002,USER19435,2023-07-14,Bangalore,Postpaid,Annual,UPI,3011
JIOREC010003,USER25433,2024-05-09,Jaipur,Prepaid,Monthly,UPI,263
JIOREC010004,USER95169,2023-02-19,Jaipur,Prepaid,Quarterly,UPI,699
JIOREC010005,USER48236,2024-01-02,Hyderabad,Prepaid,Data Add-on,Debit Card,20
JIOREC010006,USER62370,2022-07-01,Pune,Prepaid,Data Add-on,Credit Card,19
JIOREC010007,USER68545,2023-10-20,Bangalore,Postpaid,Quarterly,UPI,885
JIOREC010008,USER39912,2022-09-05,Kolkata,Prepaid,Monthly,Credit Card,397
JIOREC010009,USER57737,2022-03-14,Kolkata,Prepaid,Data Add-on,UPI,28
JIOREC010010,USER51847,2022-03-10,Bangalore,Prepaid,Annual,UPI,3003
JIOREC010011,USER17858,2023-05-05,Mumbai,Postpaid,Monthly,Net Banking,420
JIOREC010012,USER73594,2022-02-19,Mumbai,Postpaid,Data Add-on,UPI,28
JIOREC010013,USER56334,2023-05-03,Mumbai,Prepaid,Monthly,UPI,250
JIOREC010014,USER70136,2024-04-02,Hyderabad,Postpaid,Annual,Credit Card,2801
JIOREC010015,USER46184,2023-06-07,Chennai,Postpaid,Monthly,Net Banking,314
JIOREC010016,USER75764,2024-02-17,Lucknow,Postpaid,Annual,Credit Card,3171
JIOREC010017,USER30876,2023-10-07,Jaipur,Prepaid,Data Add-on,UPI,127
JIOREC010018,USER23360,2023-01-31,Ahmedabad,Prepaid,Data Add-on,Wallet,19
JIOREC010019,USER76832,2022-03-11,Chennai,Prepaid,Monthly,UPI,238
JIOREC010020,USER66322,2023-10-06,Pune,Prepaid,Monthly,UPI,250
JIOREC010021,USER28464,2024-06-16,Kolkata,Postpaid,Roaming Pack,Net Banking,549
